10203080101010;1169.97;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;22;001
50108010100000;1169.97;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;22;001
10203080101010;2014.26;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;23;001
50108010100000;2014.26;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;23;001
10203080101010;1599.4;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;24;001
50108010100000;1599.4;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;24;001
10203080101010;338.84;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;25;001
50108010100000;338.84;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;25;001
10203080101010;839.29;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;26;001
50108010100000;839.29;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;26;001
10203080101010;4842.78;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;27;001
50108010100000;4842.78;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;27;001
10203080101010;8032.27;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;28;001
50108010100000;8032.27;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;28;001
10203080101010;6515.75;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;29;001
50108010100000;6515.75;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;29;001
10203080101010;667.94;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;30;001
50108010100000;667.94;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;30;001
10203080101010;2405.34;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;31;001
50108010100000;2405.34;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;31;001
10203080101010;378.56;D;ATUALIZACAO DO SALDO DEVEDOR;9;22;3;001
50108010100000;378.56;C;ATUALIZACAO DO SALDO DEVEDOR;9;22;3;001
10203080101010;230.85;D;ATUALIZACAO DO SALDO DEVEDOR;9;51;21;001
50108010100000;230.85;C;ATUALIZACAO DO SALDO DEVEDOR;9;51;21;001
