10203080101010;1250.3;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;22;001
50108010100000;1250.3;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;22;001
10203080101010;2339.24;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;23;001
50108010100000;2339.24;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;23;001
10203080101010;1762.48;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;24;001
50108010100000;1762.48;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;24;001
10203080101010;373.8;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;25;001
50108010100000;373.8;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;25;001
10203080101010;1018.38;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;26;001
50108010100000;1018.38;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;26;001
10203080101010;5640.45;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;27;001
50108010100000;5640.45;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;27;001
10203080101010;9422.07;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;28;001
50108010100000;9422.07;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;28;001
10203080101010;6941.06;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;29;001
50108010100000;6941.06;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;29;001
10203080101010;783.42;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;30;001
50108010100000;783.42;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;30;001
10203080101010;2513.81;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;31;001
50108010100000;2513.81;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;31;001
10203080101010;406.92;D;ATUALIZACAO DO SALDO DEVEDOR;9;22;3;001
50108010100000;406.92;C;ATUALIZACAO DO SALDO DEVEDOR;9;22;3;001
10203080101010;249.79;D;ATUALIZACAO DO SALDO DEVEDOR;9;51;21;001
50108010100000;249.79;C;ATUALIZACAO DO SALDO DEVEDOR;9;51;21;001
