10203080101010;1317.33;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;22;001
50108010100000;1317.33;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;22;001
10203080101010;2484.22;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;23;001
50108010100000;2484.22;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;23;001
10203080101010;1606.08;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;24;001
50108010100000;1606.08;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;24;001
10203080101010;336.98;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;25;001
50108010100000;336.98;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;25;001
10203080101010;460.13;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;26;001
50108010100000;460.13;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;26;001
10203080101010;6310.88;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;27;001
50108010100000;6310.88;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;27;001
10203080101010;8054.79;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;28;001
50108010100000;8054.79;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;28;001
10203080101010;6999.28;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;29;001
50108010100000;6999.28;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;29;001
10203080101010;788.29;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;30;001
50108010100000;788.29;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;30;001
10203080101010;2558.54;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;31;001
50108010100000;2558.54;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;31;001
10203080101010;81.81;D;ATUALIZACAO DO SALDO DEVEDOR;9;22;3;001
50108010100000;81.81;C;ATUALIZACAO DO SALDO DEVEDOR;9;22;3;001
50108010100000;40.68;D;ATUALIZACAO DO SALDO DEVEDOR;9;51;21;001
10203080101010;40.68;C;ATUALIZACAO DO SALDO DEVEDOR;9;51;21;001
