10203080101010;1168.14;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;22;001
50108010100000;1168.14;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;22;001
10203080101010;2173.61;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;23;001
50108010100000;2173.61;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;23;001
10203080101010;1623.76;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;24;001
50108010100000;1623.76;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;24;001
10203080101010;338.41;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;25;001
50108010100000;338.41;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;25;001
10203080101010;893.16;D;ATUALIZACAO DO SALDO DEVEDOR;9;8;26;001
50108010100000;893.16;C;ATUALIZACAO DO SALDO DEVEDOR;9;8;26;001
10203080101010;4853.65;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;27;001
50108010100000;4853.65;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;27;001
10203080101010;8675.81;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;28;001
50108010100000;8675.81;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;28;001
10203080101010;6513.09;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;29;001
50108010100000;6513.09;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;29;001
10203080101010;691.64;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;30;001
50108010100000;691.64;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;30;001
10203080101010;2419.44;D;ATUALIZACAO DO SALDO DEVEDOR;9;49;31;001
50108010100000;2419.44;C;ATUALIZACAO DO SALDO DEVEDOR;9;49;31;001
10203080101010;378.13;D;ATUALIZACAO DO SALDO DEVEDOR;9;22;3;001
50108010100000;378.13;C;ATUALIZACAO DO SALDO DEVEDOR;9;22;3;001
10203080101010;230.66;D;ATUALIZACAO DO SALDO DEVEDOR;9;51;21;001
50108010100000;230.66;C;ATUALIZACAO DO SALDO DEVEDOR;9;51;21;001
