Tipo de folha,Data de pagamento,Plano,Empregador,Perfil,Grupo de beneficio,Tipo de beneficio,Item folha,Valor
FOLHADEBENEFICIOAVULSA,2024-09-30,8,TELEFONICA BRASIL SA,24,APOSENTADORIANORMAL,803-APOSENTADORIA,6-SAQUE,340988.87
FOLHADEBENEFICIOAVULSA,2024-09-30,8,TELEFONICA BRASIL SA,24,APOSENTADORIANORMAL,803-APOSENTADORIA,731-IMPOSTODERENDAREGRESSIVA5565,-34098.89
FOLHADEBENEFICIOAVULSA,2024-09-30,49,FUNDACAO TELEFONICA,27,APOSENTADORIANORMAL,4903-APOSENTADORIA,1-BENEFICIO,5454.35
FOLHADEBENEFICIOAVULSA,2024-09-30,49,FUNDACAO TELEFONICA,27,APOSENTADORIANORMAL,4903-APOSENTADORIA,731-IMPOSTODERENDAREGRESSIVA5565,-545.43
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,,APOSENTADORIANORMAL,4903-APOSENTADORIA,14122-IN1343-DEDUCAOBASETRIBUTAVELREGR.(INFORMATIVO),-176722.08
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,,APOSENTADORIANORMAL,4903-APOSENTADORIA,14152-IN1343-BAIXAESTOQUEISENTOREGR.(INFORMATIVO),176722.08
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,27,APOSENTADORIANORMAL,4903-APOSENTADORIA,1-BENEFICIO,28035.82
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,27,APOSENTADORIANORMAL,4903-APOSENTADORIA,41-EMPRESTIMO,-17706.25
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,27,APOSENTADORIANORMAL,4903-APOSENTADORIA,6-SAQUE,475393.34
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,27,APOSENTADORIANORMAL,4903-APOSENTADORIA,731-IMPOSTODERENDAREGRESSIVA5565,-46122.1
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,28,APOSENTADORIANORMAL,4903-APOSENTADORIA,1-BENEFICIO,6269.34
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,28,APOSENTADORIANORMAL,4903-APOSENTADORIA,6-SAQUE,447810.13
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,28,APOSENTADORIANORMAL,4903-APOSENTADORIA,731-IMPOSTODERENDAREGRESSIVA5565,-45407.95
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,28,PENSAOPORMORTE,4916-PENSAOPORMORTEDEINATIVO,3-BENEFICIODEPENSAO,10850.13
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,28,PENSAOPORMORTE,4916-PENSAOPORMORTEDEINATIVO,731-IMPOSTODERENDAREGRESSIVA5565,-1085.01
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,29,APOSENTADORIANORMAL,4903-APOSENTADORIA,1-BENEFICIO,108832.03
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,29,APOSENTADORIANORMAL,4903-APOSENTADORIA,6-SAQUE,2975696.44
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,29,APOSENTADORIANORMAL,4903-APOSENTADORIA,731-IMPOSTODERENDAREGRESSIVA5565,-294800.24
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,29,PENSAOPORMORTE,4916-PENSAOPORMORTEDEINATIVO,132-PAGAMENTOUNICO-PENSAOPORMORTE,26045.19
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,29,PENSAOPORMORTE,4916-PENSAOPORMORTEDEINATIVO,3-BENEFICIODEPENSAO,30083.44
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,29,PENSAOPORMORTE,4916-PENSAOPORMORTEDEINATIVO,573-IMPOSTODERENDA(3540),-8441.25
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,29,PENSAOPORMORTE,4916-PENSAOPORMORTEDEINATIVO,731-IMPOSTODERENDAREGRESSIVA5565,-759.1
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,31,APOSENTADORIANORMAL,4903-APOSENTADORIA,1-BENEFICIO,15903.91
FOLHADEBENEFICIOAVULSA,2024-09-30,49,TELEFONICA BRASIL SA,31,APOSENTADORIANORMAL,4903-APOSENTADORIA,731-IMPOSTODERENDAREGRESSIVA5565,-1590.39
FOLHADEBENEFICIOAVULSA,2024-10-02,8,TELEFONICA BRASIL SA,23,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,20295.18
FOLHADEBENEFICIOAVULSA,2024-10-02,8,TELEFONICA BRASIL SA,23,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,1231-IMPOSTODERENDAREGRESSIVA(3579),-3934.88
FOLHADEBENEFICIOAVULSA,2024-10-02,8,TELEFONICA BRASIL SA,23,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,60-DESCONTOADIANTAMENTORESGATES/LIQUIDO-INFORMADO,-16360.3
FOLHADERESGATE,2024-10-02,52,MAIS VISAO,33,RESGATEDECONTRIBUICAO,5207-RESGATE,100-RESGATEPAGTOUNICOTRIBUTAVEL,9490.8
FOLHADERESGATE,2024-10-02,52,MAIS VISAO,33,RESGATEDECONTRIBUICAO,5207-RESGATE,70-IMPOSTODERENDARESGATE3223,-1423.62
FOLHADERESGATE,2024-10-02,52,MAIS VISAO,34,RESGATEDECONTRIBUICAO,5207-RESGATE,100-RESGATEPAGTOUNICOTRIBUTAVEL,7185.3
FOLHADERESGATE,2024-10-02,52,MAIS VISAO,34,RESGATEDECONTRIBUICAO,5207-RESGATE,70-IMPOSTODERENDARESGATE3223,-1077.8
FOLHADERESGATE,2024-10-02,8,FIBRASIL INFRAESTRUTURA E FIBRA OTICA S.A,22,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,7391.25
FOLHADERESGATE,2024-10-02,8,FIBRASIL INFRAESTRUTURA E FIBRA OTICA S.A,22,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-1108.69
FOLHADERESGATE,2024-10-02,8,FIBRASIL INFRAESTRUTURA E FIBRA OTICA S.A,24,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,25490.29
FOLHADERESGATE,2024-10-02,8,FIBRASIL INFRAESTRUTURA E FIBRA OTICA S.A,24,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-3823.54
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,22,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,100676.25
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,22,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,1231-IMPOSTODERENDAREGRESSIVA(3579),-19203.95
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,22,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-4052.47
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,22,RESGATEPARCIAL,16663-RESGATEDECONTRIBUICAOPARCIAL,100-RESGATEPAGTOUNICOTRIBUTAVEL,12339.62
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,22,RESGATEPARCIAL,16663-RESGATEDECONTRIBUICAOPARCIAL,70-IMPOSTODERENDARESGATE3223,-1850.94
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,23,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,81418.18
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,23,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,1231-IMPOSTODERENDAREGRESSIVA(3579),-1535.67
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,23,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-11554.59
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,24,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,508773.49
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,24,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,1231-IMPOSTODERENDAREGRESSIVA(3579),-52487.86
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,24,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,45-QUITACAODEEMPRESTIMO,-52415.89
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,24,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-48942.39
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,24,RESGATEPARCIAL,16663-RESGATEDECONTRIBUICAOPARCIAL,100-RESGATEPAGTOUNICOTRIBUTAVEL,6229.97
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,24,RESGATEPARCIAL,16663-RESGATEDECONTRIBUICAOPARCIAL,1231-IMPOSTODERENDAREGRESSIVA(3579),-1732.49
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,25,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,16144.63
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,25,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,1231-IMPOSTODERENDAREGRESSIVA(3579),-2528.46
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,25,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-2421.7
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,25,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,9-RESGATEPARCELADOTRIBUTAVEL,7224.17
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,25,RESGATEPARCIAL,16663-RESGATEDECONTRIBUICAOPARCIAL,100-RESGATEPAGTOUNICOTRIBUTAVEL,3922.29
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,25,RESGATEPARCIAL,16663-RESGATEDECONTRIBUICAOPARCIAL,41-EMPRESTIMO,-1821.06
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,25,RESGATEPARCIAL,16663-RESGATEDECONTRIBUICAOPARCIAL,70-IMPOSTODERENDARESGATE3223,-588.34
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,26,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,380331.39
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,26,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,1231-IMPOSTODERENDAREGRESSIVA(3579),-5375.4
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,26,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,45-QUITACAODEEMPRESTIMO,-50397.12
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,26,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-54136.44
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,26,RESGATEPARCIAL,16663-RESGATEDECONTRIBUICAOPARCIAL,100-RESGATEPAGTOUNICOTRIBUTAVEL,3169.8
FOLHADERESGATE,2024-10-02,8,TELEFONICA BRASIL SA,26,RESGATEPARCIAL,16663-RESGATEDECONTRIBUICAOPARCIAL,70-IMPOSTODERENDARESGATE3223,-475.47
FOLHADERESGATE,2024-10-02,8,TELEFONICA CORRETORA DE SEGUROS LTDA,23,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,40096.52
FOLHADERESGATE,2024-10-02,8,TELEFONICA CORRETORA DE SEGUROS LTDA,23,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-6014.48
FOLHADERESGATE,2024-10-02,8,TELEFONICA INFRAESTRUTURA E SEGURANCA LTDA,22,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,1667.76
FOLHADERESGATE,2024-10-02,8,TELEFONICA INFRAESTRUTURA E SEGURANCA LTDA,22,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,1231-IMPOSTODERENDAREGRESSIVA(3579),-448.04
FOLHADERESGATE,2024-10-02,8,TELEFONICA INFRAESTRUTURA E SEGURANCA LTDA,24,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,3911.56
FOLHADERESGATE,2024-10-02,8,TELEFONICA INFRAESTRUTURA E SEGURANCA LTDA,24,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-586.73
FOLHADERESGATE,2024-10-02,8,"TELEFONICA IOT, BIG DATA E TECNOLOGIA DO BRASIL S.A.",25,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,61042.06
FOLHADERESGATE,2024-10-02,8,"TELEFONICA IOT, BIG DATA E TECNOLOGIA DO BRASIL S.A.",25,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-9156.31
FOLHADERESGATE,2024-10-02,8,TELEFONICA TRANSPORTES E LOGISTICA LTDA,23,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,1249.95
FOLHADERESGATE,2024-10-02,8,TELEFONICA TRANSPORTES E LOGISTICA LTDA,23,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,45-QUITACAODEEMPRESTIMO,-422.27
FOLHADERESGATE,2024-10-02,8,TELEFONICA TRANSPORTES E LOGISTICA LTDA,23,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-187.49
FOLHADERESGATE,2024-10-02,8,TELEFONICA TRANSPORTES E LOGISTICA LTDA,24,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,1631.82
FOLHADERESGATE,2024-10-02,8,TELEFONICA TRANSPORTES E LOGISTICA LTDA,24,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-244.77
FOLHADERESGATE,2024-10-02,8,TELEFONICA TRANSPORTES E LOGISTICA LTDA,26,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,6097.72
FOLHADERESGATE,2024-10-02,8,TELEFONICA TRANSPORTES E LOGISTICA LTDA,26,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-914.66
FOLHADERESGATE,2024-10-02,8,TERRA NETWORKS BRASIL S/A,23,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,4357.13
FOLHADERESGATE,2024-10-02,8,TERRA NETWORKS BRASIL S/A,23,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,1231-IMPOSTODERENDAREGRESSIVA(3579),-1525.0
FOLHADERESGATE,2024-10-02,8,TERRA NETWORKS BRASIL S/A,24,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,2167.86
FOLHADERESGATE,2024-10-02,8,TERRA NETWORKS BRASIL S/A,24,RESGATEDECONTRIBUICAO,78-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-325.18
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,14132-IN1343-DEDUCAOBASETRIBUTAVELREGR.(INFORMATIVO),-5127.82
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,14172-IN1343-BAIXAESTOQUEISENTORESG.REGR.(INFORMATIVO),5127.82
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,,RESGATEPARCIAL,16671-RESGATEDECONTRIBUICAOPARCIAL,14131-IN1343-DEDUCAOBASETRIBUTAVEL(INFORMATIVO),-5212.43
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,,RESGATEPARCIAL,16671-RESGATEDECONTRIBUICAOPARCIAL,14171-IN1343-BAIXAESTOQUEISENTORESG.(INFORMATIVO),5212.43
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,27,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,248426.24
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,27,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-37263.94
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,27,RESGATEPARCIAL,16671-RESGATEDECONTRIBUICAOPARCIAL,100-RESGATEPAGTOUNICOTRIBUTAVEL,76153.0
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,27,RESGATEPARCIAL,16671-RESGATEDECONTRIBUICAOPARCIAL,1231-IMPOSTODERENDAREGRESSIVA(3579),-13309.53
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,28,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,731703.9
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,28,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,1231-IMPOSTODERENDAREGRESSIVA(3579),-18058.09
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,28,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,2101-DESCONTOIMPOSTODERENDARESID.EXTERIOR9466,-53101.96
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,28,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,45-QUITACAODEEMPRESTIMO,-42326.97
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,28,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-62245.27
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,28,RESGATEPARCIAL,16671-RESGATEDECONTRIBUICAOPARCIAL,100-RESGATEPAGTOUNICOTRIBUTAVEL,53594.76
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,28,RESGATEPARCIAL,16671-RESGATEDECONTRIBUICAOPARCIAL,41-EMPRESTIMO,-1738.81
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,28,RESGATEPARCIAL,16671-RESGATEDECONTRIBUICAOPARCIAL,70-IMPOSTODERENDARESGATE3223,-7257.35
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,29,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,970822.43
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,29,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,1231-IMPOSTODERENDAREGRESSIVA(3579),-169999.87
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,29,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,45-QUITACAODEEMPRESTIMO,-15757.6
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,29,RESGATEPARCIAL,16671-RESGATEDECONTRIBUICAOPARCIAL,100-RESGATEPAGTOUNICOTRIBUTAVEL,28134.32
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,29,RESGATEPARCIAL,16671-RESGATEDECONTRIBUICAOPARCIAL,1231-IMPOSTODERENDAREGRESSIVA(3579),-9303.59
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,29,RESGATEPARCIAL,16671-RESGATEDECONTRIBUICAOPARCIAL,41-EMPRESTIMO,-1116.19
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,31,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,2689972.96
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,31,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,1231-IMPOSTODERENDAREGRESSIVA(3579),-372362.52
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,31,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,45-QUITACAODEEMPRESTIMO,-68276.24
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,31,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,60-DESCONTOADIANTAMENTORESGATES/LIQUIDO-INFORMADO,-331207.97
FOLHADERESGATE,2024-10-02,49,TELEFONICA BRASIL SA,31,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-66258.71
FOLHADERESGATE,2024-10-02,49,TELEFONICA GLOBAL SOLUTIONS BRASIL LTDA,29,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,100-RESGATEPAGTOUNICOTRIBUTAVEL,311079.48
FOLHADERESGATE,2024-10-02,49,TELEFONICA GLOBAL SOLUTIONS BRASIL LTDA,29,RESGATEDECONTRIBUICAO,4907-DEVOLUCAODECONTRIBUICOES,70-IMPOSTODERENDARESGATE3223,-46661.92
